Tier,Income,Term,Loan Purpose,FICO,Member,Affiliate Channel,Grid Assigned,Loan Amount,Rate Selected,WAC,Approved,Declined,Conversion Rate,Converted,Doc Upload,DS to Signed (days)
8,49683,7,Auto,674,NonMember,NonAffiliate,AD,22912,0.05783,0.05783,1,0,0.450,1,1,6
1,83329,5,Auto,800,NonMember,NonAffiliate,AE,33406,0.03415,0.03415,1,0,0.450,0,1,
8,35464,2,Auto,604,NonMember,NonAffiliate,AF,29445,0.05691,0.05691,0,1,0.000,0,0,
2,80182,5,MajorPurchase,783,Member,NonAffiliate,AD,42213,0.03775,0.03775,1,0,0.550,1,1,7
2,80047,2,Auto,830,NonMember,Affiliate,AI,52759,0.03200,0.03200,1,0,0.400,0,1,
4,60863,7,MajorPurchase,723,Member,NonAffiliate,AI,24689,0.04865,0.04865,1,0,0.550,0,1,
1,84440,4,DebtConsolidation,839,Member,Affiliate,AB,46336,0.03200,0.03200,1,0,0.500,1,1,3
10,47666,7,Medical,612,Member,NonAffiliate,AI,12020,0.06527,0.06527,1,0,0.550,0,0,
7,39873,7,Medical,646,NonMember,Affiliate,AH,13977,0.05785,0.05785,0,1,0.000,0,0,
1,84944,6,HomeImprovement,814,Member,NonAffiliate,AD,33339,0.03625,0.03625,0,1,0.000,0,0,
1,92020,5,Medical,832,Member,Affiliate,AG,39972,0.03209,0.03209,1,0,0.500,1,0,10
3,86184,3,Auto,787,Member,Affiliate,AD,40990,0.03485,0.03485,1,0,0.500,0,1,
7,55707,7,DebtConsolidation,677,Member,NonAffiliate,AA,26513,0.05423,0.05423,1,0,0.550,1,1,10
6,55656,5,Auto,660,NonMember,NonAffiliate,AD,20827,0.05343,0.05343,1,0,0.450,1,1,1
2,86152,4,MajorPurchase,843,Member,NonAffiliate,AF,58019,0.03200,0.03200,1,0,0.550,0,1,
4,86689,7,HomeImprovement,798,Member,Affiliate,AI,31003,0.04181,0.04181,1,0,0.500,1,1,8
8,40365,6,MajorPurchase,610,NonMember,NonAffiliate,AH,17803,0.06267,0.06267,1,0,0.450,0,1,
2,92261,7,MajorPurchase,841,NonMember,NonAffiliate,AI,54122,0.03731,0.03731,1,0,0.450,0,1,
2,96674,3,Medical,833,NonMember,NonAffiliate,AE,45652,0.03200,0.03200,1,0,0.450,1,0,5
8,49731,6,DebtConsolidation,645,NonMember,NonAffiliate,AH,29995,0.05909,0.05909,1,0,0.450,0,1,
2,72748,7,MajorPurchase,787,Member,Affiliate,AF,39804,0.03851,0.03851,1,0,0.500,1,0,6
3,60021,2,Auto,740,Member,NonAffiliate,AH,46406,0.03937,0.03937,1,0,0.550,1,1,3
4,68999,6,Medical,735,Member,NonAffiliate,AE,41141,0.04433,0.04433,1,0,0.550,0,1,
5,47031,7,Auto,680,Member,NonAffiliate,AI,20872,0.05317,0.05317,0,1,0.000,0,0,
10,34615,6,MajorPurchase,630,Member,NonAffiliate,AB,29500,0.06005,0.06005,1,0,0.550,1,1,4
4,66885,5,MajorPurchase,737,Member,Affiliate,AA,41175,0.04193,0.04193,0,1,0.000,0,0,
4,68667,4,Medical,700,Member,Affiliate,AD,24781,0.04421,0.04421,0,1,0.000,0,0,
4,67143,3,Auto,743,Member,NonAffiliate,AF,29218,0.04079,0.04079,0,1,0.000,0,0,
4,65433,3,Auto,741,NonMember,NonAffiliate,AI,27872,0.04309,0.04309,1,0,0.450,0,1,
1,98903,6,HomeImprovement,849,Member,NonAffiliate,AE,51439,0.03200,0.03200,1,0,0.550,0,1,
1,90334,3,MajorPurchase,821,Member,NonAffiliate,AE,39463,0.03200,0.03200,1,0,0.550,0,1,
5,56915,4,HomeImprovement,726,Member,NonAffiliate,AF,39209,0.04469,0.04469,0,1,0.000,0,0,
10,34867,6,MajorPurchase,619,Member,Affiliate,AI,27545,0.06251,0.06251,0,1,0.000,0,0,
9,42035,6,MajorPurchase,629,Member,NonAffiliate,AC,29434,0.05965,0.05965,1,0,0.550,1,1,10
2,81424,4,DebtConsolidation,812,Member,NonAffiliate,AF,40240,0.03459,0.03459,1,0,0.550,1,0,5
3,72979,4,HomeImprovement,743,NonMember,Affiliate,AB,47041,0.03947,0.03947,1,0,0.400,0,1,
4,73584,6,MajorPurchase,735,NonMember,Affiliate,AA,45451,0.04413,0.04413,1,0,0.400,0,0,
2,73177,6,HomeImprovement,780,NonMember,Affiliate,AH,42556,0.03915,0.03915,0,1,0.000,0,0,
6,51079,5,Medical,691,NonMember,Affiliate,AC,32936,0.04961,0.04961,1,0,0.400,0,0,
5,54381,5,HomeImprovement,711,Member,NonAffiliate,AE,24658,0.04601,0.04601,0,1,0.000,0,0,
2,72611,3,Auto,806,Member,Affiliate,AH,36395,0.03285,0.03285,1,0,0.500,0,1,
2,92200,4,Medical,828,Member,NonAffiliate,AA,55550,0.03200,0.03200,1,0,0.550,1,1,9
2,76962,4,MajorPurchase,811,Member,Affiliate,AF,40379,0.03309,0.03309,0,1,0.000,0,0,
1,85254,5,HomeImprovement,829,NonMember,NonAffiliate,AB,53141,0.03307,0.03307,1,0,0.450,0,1,
2,87557,6,Auto,815,Member,Affiliate,AE,55002,0.03373,0.03373,1,0,0.500,0,1,
2,92592,6,Auto,815,Member,Affiliate,AG,35992,0.03605,0.03605,1,0,0.500,0,1,
1,80518,4,DebtConsolidation,810,NonMember,Affiliate,AF,42056,0.03309,0.03309,1,0,0.400,0,1,
5,60353,7,MajorPurchase,741,Member,Affiliate,AB,26846,0.04419,0.04419,1,0,0.500,0,1,
7,55338,4,HomeImprovement,644,NonMember,NonAffiliate,AF,15973,0.05485,0.05485,0,1,0.000,0,0,
10,44969,7,Auto,635,NonMember,Affiliate,AE,19162,0.06001,0.06001,0,1,0.000,0,0,
1,94451,3,Medical,842,Member,NonAffiliate,AB,50683,0.03200,0.03200,1,0,0.550,0,1,
8,29335,2,MajorPurchase,610,NonMember,Affiliate,AF,29925,0.05541,0.05541,1,0,0.400,0,1,
4,55229,4,DebtConsolidation,685,Member,NonAffiliate,AF,33374,0.04721,0.04721,1,0,0.550,1,1,8
5,57670,2,HomeImprovement,706,NonMember,Affiliate,AA,19438,0.04227,0.04227,1,0,0.400,0,1,
10,49101,4,Auto,612,NonMember,NonAffiliate,AH,28856,0.06221,0.06221,1,0,0.450,1,1,2
4,70693,3,Medical,768,NonMember,NonAffiliate,AB,36026,0.03907,0.03907,1,0,0.450,1,1,10
1,80137,6,Medical,824,Member,NonAffiliate,AE,49189,0.03253,0.03253,1,0,0.550,0,0,
7,43911,3,Medical,671,NonMember,NonAffiliate,AC,37071,0.05147,0.05147,1,0,0.450,0,1,
8,52127,2,Medical,638,Member,NonAffiliate,AE,18945,0.05251,0.05251,1,0,0.550,1,0,1
9,42746,4,DebtConsolidation,625,Member,Affiliate,AH,10503,0.05701,0.05701,0,1,0.000,0,0,
7,46791,7,Auto,650,NonMember,Affiliate,AD,23230,0.05709,0.05709,1,0,0.400,0,1,
5,60404,3,Medical,735,Member,NonAffiliate,AI,27423,0.04485,0.04485,1,0,0.550,0,1,
2,75024,6,HomeImprovement,814,NonMember,NonAffiliate,AD,55511,0.03813,0.03813,1,0,0.450,0,1,
4,68316,7,DebtConsolidation,741,Member,NonAffiliate,AE,40117,0.04377,0.04377,0,1,0.000,0,0,
6,55640,5,MajorPurchase,716,Member,NonAffiliate,AF,35711,0.04865,0.04865,0,1,0.000,0,0,
6,44682,2,MajorPurchase,657,Member,NonAffiliate,AD,29087,0.05059,0.05059,1,0,0.550,1,1,5
10,43734,5,HomeImprovement,616,NonMember,Affiliate,AC,22475,0.06071,0.06071,1,0,0.400,1,1,8
2,76574,5,DebtConsolidation,820,Member,Affiliate,AG,35378,0.03309,0.03309,0,1,0.000,0,0,
2,81384,6,Auto,814,NonMember,Affiliate,AC,51988,0.03613,0.03613,1,0,0.400,0,1,
9,42507,4,DebtConsolidation,627,NonMember,NonAffiliate,AH,12723,0.05951,0.05951,0,1,0.000,0,0,
2,84679,6,DebtConsolidation,833,Member,NonAffiliate,AE,46834,0.03353,0.03353,1,0,0.550,0,0,
10,53554,7,DebtConsolidation,633,Member,NonAffiliate,AA,24947,0.06075,0.06075,1,0,0.550,1,1,1
3,70866,7,MajorPurchase,773,NonMember,Affiliate,AI,30966,0.04357,0.04357,1,0,0.400,0,1,
4,72974,7,Medical,772,Member,NonAffiliate,AC,36279,0.04347,0.04347,0,1,0.000,0,0,
4,80406,4,Auto,796,NonMember,NonAffiliate,AE,50248,0.03759,0.03759,1,0,0.450,1,1,6
2,83422,5,HomeImprovement,804,Member,NonAffiliate,AB,52341,0.03483,0.03483,1,0,0.550,1,0,7
1,84562,2,MajorPurchase,840,Member,Affiliate,AD,43548,0.03200,0.03200,0,1,0.000,0,0,
6,37078,5,Auto,641,Member,NonAffiliate,AA,31108,0.05253,0.05253,0,1,0.000,0,0,
4,74265,6,HomeImprovement,772,NonMember,Affiliate,AB,39143,0.04117,0.04117,1,0,0.400,0,0,
4,69074,4,DebtConsolidation,761,NonMember,NonAffiliate,AE,39838,0.03947,0.03947,0,1,0.000,0,0,
1,79760,6,MajorPurchase,811,Member,Affiliate,AI,53689,0.03573,0.03573,1,0,0.500,0,1,
4,62278,6,Medical,721,Member,NonAffiliate,AH,28876,0.04705,0.04705,1,0,0.550,1,1,3
6,63048,6,DebtConsolidation,719,Member,NonAffiliate,AI,32013,0.05115,0.05115,0,1,0.000,0,0,
6,46522,6,MajorPurchase,665,Member,NonAffiliate,AF,16812,0.05349,0.05349,1,0,0.550,1,1,6
6,64313,4,MajorPurchase,686,NonMember,NonAffiliate,AI,16608,0.05163,0.05163,0,1,0.000,0,0,
1,85696,7,MajorPurchase,819,Member,NonAffiliate,AB,35995,0.03635,0.03635,1,0,0.550,1,1,9
2,90613,4,MajorPurchase,845,NonMember,Affiliate,AI,52239,0.03221,0.03221,0,1,0.000,0,0,
1,88466,5,MajorPurchase,848,Member,NonAffiliate,AB,58219,0.03200,0.03200,1,0,0.550,0,1,
1,93307,2,DebtConsolidation,833,NonMember,Affiliate,AH,36360,0.03200,0.03200,1,0,0.400,1,1,4
5,60712,7,Medical,693,Member,Affiliate,AI,39222,0.05161,0.05161,0,1,0.000,0,0,
2,69418,5,MajorPurchase,782,Member,NonAffiliate,AG,37337,0.03811,0.03811,1,0,0.550,0,1,
4,73520,3,DebtConsolidation,732,Member,NonAffiliate,AG,39722,0.04299,0.04299,0,1,0.000,0,0,
1,74788,2,DebtConsolidation,811,Member,NonAffiliate,AA,48921,0.03200,0.03200,0,1,0.000,0,0,
2,94615,6,HomeImprovement,831,Member,Affiliate,AG,53934,0.03417,0.03417,1,0,0.500,0,1,
10,33136,6,Medical,617,Member,Affiliate,AE,11257,0.05957,0.05957,0,1,0.000,0,0,
6,54698,5,HomeImprovement,711,Member,Affiliate,AF,25660,0.04721,0.04721,1,0,0.500,0,1,
2,93394,6,HomeImprovement,838,Member,Affiliate,AB,41818,0.03283,0.03283,1,0,0.500,0,1,
5,62309,4,Medical,715,Member,Affiliate,AI,40953,0.04619,0.04619,0,1,0.000,0,0,
7,42045,5,HomeImprovement,657,NonMember,NonAffiliate,AH,29459,0.05689,0.05689,0,1,0.000,0,0,
1,99588,5,HomeImprovement,849,NonMember,NonAffiliate,AD,57307,0.03281,0.03281,1,0,0.450,0,1,
2,80347,5,HomeImprovement,829,Member,NonAffiliate,AE,55194,0.03227,0.03227,1,0,0.550,0,0,
7,57878,3,HomeImprovement,656,NonMember,NonAffiliate,AC,17510,0.05335,0.05335,0,1,0.000,0,0,
1,89008,4,HomeImprovement,847,Member,Affiliate,AB,47477,0.03200,0.03200,1,0,0.500,1,1,6
10,52757,2,Auto,636,NonMember,NonAffiliate,AF,22723,0.05715,0.05715,0,1,0.000,0,0,
9,42223,7,Auto,636,NonMember,NonAffiliate,AC,21626,0.06185,0.06185,0,1,0.000,0,0,
9,33046,3,HomeImprovement,616,NonMember,Affiliate,AD,12843,0.05787,0.05787,1,0,0.400,0,1,
2,76253,7,Medical,807,Member,NonAffiliate,AD,37744,0.03845,0.03845,1,0,0.550,1,1,3
2,71844,5,HomeImprovement,798,NonMember,Affiliate,AG,35210,0.03761,0.03761,0,1,0.000,0,0,
5,66868,2,MajorPurchase,739,NonMember,Affiliate,AC,42554,0.04143,0.04143,0,1,0.000,0,0,
5,63539,6,HomeImprovement,739,NonMember,NonAffiliate,AF,28175,0.04815,0.04815,0,1,0.000,0,0,
9,36497,3,Medical,627,Member,NonAffiliate,AB,25766,0.05545,0.05545,0,1,0.000,0,0,
8,56513,2,MajorPurchase,655,Member,Affiliate,AD,28402,0.05109,0.05109,0,1,0.000,0,0,
9,31283,4,MajorPurchase,613,NonMember,NonAffiliate,AB,23358,0.05941,0.05941,0,1,0.000,0,0,
2,90120,3,DebtConsolidation,849,Member,Affiliate,AG,38626,0.03200,0.03200,1,0,0.500,1,1,1
1,87688,5,MajorPurchase,820,Member,NonAffiliate,AB,42751,0.03213,0.03213,1,0,0.550,0,1,
5,55389,5,MajorPurchase,688,NonMember,NonAffiliate,AB,23234,0.04957,0.04957,0,1,0.000,0,0,
8,48268,4,MajorPurchase,651,NonMember,NonAffiliate,AD,25165,0.05599,0.05599,0,1,0.000,0,0,
1,83967,2,Medical,827,Member,NonAffiliate,AH,51281,0.03200,0.03200,1,0,0.550,1,0,2
7,47720,3,MajorPurchase,655,Member,Affiliate,AB,13837,0.05025,0.05025,0,1,0.000,0,0,
1,80263,7,Auto,816,Member,NonAffiliate,AA,38529,0.03585,0.03585,1,0,0.550,0,1,
2,75527,5,MajorPurchase,767,Member,Affiliate,AI,31199,0.03917,0.03917,0,1,0.000,0,0,
6,68605,3,Medical,712,Member,NonAffiliate,AA,22394,0.04491,0.04491,1,0,0.550,0,0,
4,57794,4,Auto,711,Member,NonAffiliate,AG,19472,0.04607,0.04607,1,0,0.550,0,1,
2,72624,5,Auto,769,NonMember,NonAffiliate,AG,45118,0.04081,0.04081,1,0,0.450,0,0,
2,99689,4,Auto,843,NonMember,NonAffiliate,AI,43608,0.03377,0.03377,1,0,0.450,1,0,4
2,98452,6,Medical,845,Member,NonAffiliate,AG,43534,0.03437,0.03437,1,0,0.550,0,1,
9,42301,4,HomeImprovement,637,NonMember,Affiliate,AE,32824,0.05529,0.05529,0,1,0.000,0,0,
1,85122,2,Auto,827,NonMember,NonAffiliate,AI,36735,0.03200,0.03200,1,0,0.450,0,1,
2,78763,6,MajorPurchase,780,Member,NonAffiliate,AG,46425,0.03925,0.03925,1,0,0.550,0,0,
6,64467,3,HomeImprovement,692,NonMember,NonAffiliate,AH,34759,0.04991,0.04991,1,0,0.450,0,1,
8,53955,6,DebtConsolidation,654,Member,Affiliate,AE,34569,0.05393,0.05393,1,0,0.500,1,1,5
6,50782,2,Auto,657,Member,NonAffiliate,AB,19738,0.04955,0.04955,0,1,0.000,0,0,
3,59457,6,Medical,728,NonMember,NonAffiliate,AG,24632,0.04665,0.04665,0,1,0.000,0,0,
5,55039,3,HomeImprovement,726,Member,NonAffiliate,AA,41785,0.04203,0.04203,1,0,0.550,1,1,5
3,71512,2,DebtConsolidation,778,Member,NonAffiliate,AI,42975,0.03801,0.03801,1,0,0.550,1,1,9
2,75464,3,Auto,768,NonMember,NonAffiliate,AA,32679,0.03657,0.03657,1,0,0.450,1,0,9
4,70268,6,DebtConsolidation,754,Member,NonAffiliate,AF,29971,0.04439,0.04439,1,0,0.550,1,1,2
8,42047,3,Auto,625,NonMember,NonAffiliate,AG,21958,0.05685,0.05685,0,1,0.000,0,0,
5,58985,4,MajorPurchase,718,NonMember,Affiliate,AG,27848,0.04651,0.04651,0,1,0.000,0,0,
9,34810,3,HomeImprovement,626,NonMember,NonAffiliate,AH,10883,0.05831,0.05831,0,1,0.000,0,0,
10,44834,2,Auto,623,Member,Affiliate,AC,18071,0.05441,0.05441,0,1,0.000,0,0,
8,46456,4,DebtConsolidation,640,NonMember,NonAffiliate,AG,28513,0.05629,0.05629,0,1,0.000,0,0,
2,97620,5,HomeImprovement,837,Member,NonAffiliate,AG,51931,0.03447,0.03447,1,0,0.550,1,1,2
4,69727,2,Auto,749,Member,NonAffiliate,AF,28346,0.03959,0.03959,1,0,0.550,0,1,
3,70698,5,Auto,755,Member,NonAffiliate,AF,42563,0.04207,0.04207,1,0,0.550,1,0,4
6,41035,4,Medical,652,Member,Affiliate,AG,32333,0.05173,0.05173,1,0,0.500,0,1,
3,64209,3,DebtConsolidation,726,Member,NonAffiliate,AG,35956,0.04199,0.04199,0,1,0.000,0,0,
4,49725,7,HomeImprovement,700,Member,Affiliate,AD,26820,0.04781,0.04781,0,1,0.000,0,0,
6,51843,4,HomeImprovement,662,Member,NonAffiliate,AF,29771,0.05103,0.05103,1,0,0.550,1,0,3
8,44165,6,Medical,608,Member,NonAffiliate,AB,15154,0.05987,0.05987,0,1,0.000,0,0,
2,81558,3,Medical,843,Member,NonAffiliate,AA,38238,0.03200,0.03200,1,0,0.550,1,1,5
6,67169,6,DebtConsolidation,705,Member,NonAffiliate,AE,28391,0.04821,0.04821,1,0,0.550,0,1,
9,38424,2,Medical,627,NonMember,NonAffiliate,AE,22209,0.05445,0.05445,1,0,0.450,0,1,
4,70130,6,HomeImprovement,759,Member,Affiliate,AF,45351,0.04277,0.04277,0,1,0.000,0,0,
2,76263,7,DebtConsolidation,801,NonMember,NonAffiliate,AC,34243,0.03895,0.03895,1,0,0.450,0,0,
1,93278,2,Medical,845,Member,Affiliate,AC,36693,0.03200,0.03200,1,0,0.500,0,1,
3,69726,5,MajorPurchase,746,NonMember,Affiliate,AA,43137,0.04017,0.04017,1,0,0.400,0,1,
5,64919,2,Auto,697,Member,Affiliate,AF,18253,0.04443,0.04443,0,1,0.000,0,0,
2,92143,3,MajorPurchase,822,NonMember,Affiliate,AF,41917,0.03200,0.03200,1,0,0.400,1,1,2
8,43784,3,HomeImprovement,604,Member,Affiliate,AB,27508,0.05471,0.05471,0,1,0.000,0,0,
1,99215,3,Auto,838,NonMember,Affiliate,AC,41399,0.03200,0.03200,1,0,0.400,0,0,
2,73130,6,Auto,801,NonMember,Affiliate,AI,31452,0.03785,0.03785,0,1,0.000,0,0,
6,51289,7,DebtConsolidation,676,NonMember,Affiliate,AE,32362,0.05237,0.05237,0,1,0.000,0,0,
4,84832,2,Medical,777,Member,NonAffiliate,AB,49038,0.03681,0.03681,0,1,0.000,0,0,
8,44723,4,Medical,657,NonMember,NonAffiliate,AF,24384,0.05579,0.05579,0,1,0.000,0,0,
6,71796,4,Medical,713,Member,NonAffiliate,AA,31850,0.04605,0.04605,0,1,0.000,0,0,
3,62015,7,Medical,754,NonMember,NonAffiliate,AD,41441,0.04567,0.04567,0,1,0.000,0,0,
5,55182,2,HomeImprovement,687,NonMember,NonAffiliate,AD,35139,0.04701,0.04701,1,0,0.450,1,1,5
4,62800,4,HomeImprovement,718,Member,NonAffiliate,AI,27284,0.04681,0.04681,0,1,0.000,0,0,
6,48943,5,MajorPurchase,655,Member,NonAffiliate,AI,25102,0.05529,0.05529,0,1,0.000,0,0,
5,58849,2,Medical,711,NonMember,NonAffiliate,AB,19694,0.04427,0.04427,1,0,0.450,1,1,10
8,39655,3,MajorPurchase,650,NonMember,NonAffiliate,AA,26601,0.05319,0.05319,1,0,0.450,0,1,
6,38295,3,Auto,644,NonMember,Affiliate,AA,24338,0.04969,0.04969,0,1,0.000,0,0,
1,93193,5,Medical,842,Member,Affiliate,AA,55224,0.03200,0.03200,1,0,0.500,0,1,
4,66512,7,DebtConsolidation,718,Member,Affiliate,AF,30669,0.04755,0.04755,0,1,0.000,0,0,
6,60190,6,Auto,685,NonMember,NonAffiliate,AE,23850,0.05097,0.05097,0,1,0.000,0,0,
1,80679,3,DebtConsolidation,822,NonMember,NonAffiliate,AF,33090,0.03200,0.03200,1,0,0.450,0,1,
10,35878,5,HomeImprovement,610,NonMember,NonAffiliate,AC,25183,0.06221,0.06221,0,1,0.000,0,0,
1,80981,4,Medical,820,Member,Affiliate,AG,55223,0.03200,0.03200,1,0,0.500,1,1,7
1,85425,2,Auto,808,Member,NonAffiliate,AI,54215,0.03243,0.03243,1,0,0.550,0,1,
10,50872,7,HomeImprovement,625,NonMember,Affiliate,AA,17106,0.06031,0.06031,1,0,0.400,0,1,
9,37159,4,Auto,611,NonMember,NonAffiliate,AH,16359,0.06127,0.06127,0,1,0.000,0,0,
8,43612,2,Auto,617,NonMember,Affiliate,AA,20564,0.05401,0.05401,0,1,0.000,0,0,
1,77545,6,Medical,807,Member,Affiliate,AF,50676,0.03443,0.03443,1,0,0.500,0,1,
2,87504,4,HomeImprovement,797,NonMember,NonAffiliate,AD,34396,0.03761,0.03761,1,0,0.450,0,1,
8,42942,4,Auto,625,NonMember,NonAffiliate,AG,22475,0.05805,0.05805,0,1,0.000,0,0,
1,78813,3,HomeImprovement,808,Member,NonAffiliate,AG,51176,0.03283,0.03283,1,0,0.550,0,1,
6,55817,4,Auto,660,Member,NonAffiliate,AF,28560,0.05103,0.05103,1,0,0.550,1,1,3
7,50582,2,DebtConsolidation,667,NonMember,Affiliate,AE,36038,0.04737,0.04737,0,1,0.000,0,0,
5,76972,4,Medical,759,NonMember,NonAffiliate,AB,26450,0.04309,0.04309,1,0,0.450,0,1,
4,72041,5,MajorPurchase,799,Member,NonAffiliate,AE,31269,0.03791,0.03791,1,0,0.550,0,1,
4,71061,7,MajorPurchase,772,Member,NonAffiliate,AG,36619,0.04427,0.04427,1,0,0.550,0,1,
9,45321,6,HomeImprovement,616,Member,NonAffiliate,AA,13810,0.06037,0.06037,1,0,0.550,1,1,3
4,72379,3,HomeImprovement,758,NonMember,NonAffiliate,AI,30333,0.04303,0.04303,1,0,0.450,0,1,
10,40159,6,Medical,636,Member,NonAffiliate,AF,15919,0.06101,0.06101,0,1,0.000,0,0,
6,38581,6,HomeImprovement,645,Member,Affiliate,AG,26022,0.05419,0.05419,0,1,0.000,0,0,
8,37520,4,DebtConsolidation,646,Member,NonAffiliate,AH,29329,0.05569,0.05569,0,1,0.000,0,0,
7,58639,5,Medical,678,Member,NonAffiliate,AA,23378,0.05183,0.05183,1,0,0.550,0,1,
6,51856,2,HomeImprovement,661,Member,NonAffiliate,AG,35176,0.04907,0.04907,1,0,0.550,1,1,3
8,57275,5,MajorPurchase,649,NonMember,NonAffiliate,AF,26800,0.05699,0.05699,0,1,0.000,0,0,
5,60802,6,Auto,690,NonMember,Affiliate,AD,32227,0.05031,0.05031,1,0,0.400,1,0,7
4,82242,2,HomeImprovement,766,NonMember,NonAffiliate,AC,28792,0.03853,0.03853,1,0,0.450,0,1,
2,94596,4,Medical,829,Member,NonAffiliate,AC,37730,0.03259,0.03259,1,0,0.550,1,1,3
2,68925,2,Auto,787,Member,NonAffiliate,AB,35233,0.03311,0.03311,1,0,0.550,0,1,
1,81548,7,DebtConsolidation,806,Member,Affiliate,AA,40559,0.03429,0.03429,1,0,0.500,1,0,6
6,57395,7,MajorPurchase,712,Member,NonAffiliate,AC,41475,0.05069,0.05069,0,1,0.000,0,0,
1,86973,7,Medical,804,NonMember,NonAffiliate,AC,41460,0.03789,0.03789,1,0,0.450,0,1,
4,82372,5,MajorPurchase,769,Member,Affiliate,AF,48742,0.03981,0.03981,0,1,0.000,0,0,
5,60553,6,HomeImprovement,702,NonMember,NonAffiliate,AB,23678,0.04901,0.04901,1,0,0.450,0,1,
5,49644,5,DebtConsolidation,690,Member,Affiliate,AG,31608,0.04841,0.04841,1,0,0.500,1,1,1
2,81277,6,DebtConsolidation,843,NonMember,NonAffiliate,AE,40208,0.03317,0.03317,1,0,0.450,0,1,
4,63713,6,HomeImprovement,690,NonMember,Affiliate,AH,40542,0.04995,0.04995,1,0,0.400,0,1,
10,31833,6,DebtConsolidation,609,Member,NonAffiliate,AA,10458,0.06137,0.06137,0,1,0.000,0,0,
10,41474,6,Auto,618,Member,Affiliate,AF,25601,0.06121,0.06121,0,1,0.000,0,0,
5,63817,3,HomeImprovement,684,Member,Affiliate,AA,27559,0.04417,0.04417,1,0,0.500,0,1,
4,59659,2,HomeImprovement,698,Member,Affiliate,AC,18710,0.04313,0.04313,0,1,0.000,0,0,
4,59484,5,DebtConsolidation,721,NonMember,NonAffiliate,AC,41146,0.04553,0.04553,0,1,0.000,0,0,
7,48258,6,DebtConsolidation,677,Member,NonAffiliate,AC,38131,0.05407,0.05407,1,0,0.550,0,1,
1,86049,3,Medical,847,NonMember,NonAffiliate,AB,47549,0.03200,0.03200,1,0,0.450,1,0,6
3,64799,5,DebtConsolidation,755,Member,NonAffiliate,AG,30196,0.04263,0.04263,0,1,0.000,0,0,
7,42825,7,DebtConsolidation,656,Member,NonAffiliate,AA,22619,0.05599,0.05599,0,1,0.000,0,0,
8,60186,3,HomeImprovement,679,Member,Affiliate,AB,38222,0.04937,0.04937,0,1,0.000,0,0,
1,83452,3,MajorPurchase,845,NonMember,NonAffiliate,AI,51345,0.03200,0.03200,1,0,0.450,0,1,
4,62463,2,Auto,745,NonMember,NonAffiliate,AF,35816,0.04053,0.04053,1,0,0.450,1,1,3
4,84008,3,HomeImprovement,780,Member,NonAffiliate,AE,42252,0.03545,0.03545,1,0,0.550,1,0,5
5,72545,2,DebtConsolidation,731,Member,Affiliate,AH,31359,0.04169,0.04169,1,0,0.500,1,1,9
4,68998,2,Auto,703,Member,Affiliate,AB,30903,0.04065,0.04065,1,0,0.500,0,1,
5,70485,4,HomeImprovement,744,NonMember,Affiliate,AD,45236,0.04257,0.04257,1,0,0.400,1,1,8
1,87486,3,HomeImprovement,813,NonMember,NonAffiliate,AB,54346,0.03243,0.03243,1,0,0.450,1,1,8
3,56063,4,HomeImprovement,731,Member,NonAffiliate,AA,29477,0.04135,0.04135,1,0,0.550,0,0,
9,30928,5,MajorPurchase,601,NonMember,NonAffiliate,AD,8743,0.06183,0.06183,0,1,0.000,0,0,
1,100670,6,Medical,844,Member,NonAffiliate,AI,57029,0.03411,0.03411,1,0,0.550,0,1,
4,82183,5,Auto,781,Member,NonAffiliate,AF,46527,0.03955,0.03955,1,0,0.550,0,0,
6,55663,6,DebtConsolidation,685,NonMember,NonAffiliate,AC,18212,0.05243,0.05243,0,1,0.000,0,0,
1,75683,4,MajorPurchase,809,Member,Affiliate,AG,40184,0.03259,0.03259,1,0,0.500,0,1,
8,32612,6,MajorPurchase,603,NonMember,NonAffiliate,AG,12107,0.06227,0.06227,0,1,0.000,0,0,
7,44073,2,DebtConsolidation,656,NonMember,NonAffiliate,AB,28971,0.05149,0.05149,0,1,0.000,0,0,
5,70207,5,HomeImprovement,745,Member,Affiliate,AH,27200,0.04359,0.04359,1,0,0.500,1,1,9
7,47596,4,Medical,672,NonMember,NonAffiliate,AC,24103,0.05273,0.05273,1,0,0.450,0,1,
10,41808,4,MajorPurchase,603,NonMember,NonAffiliate,AF,15292,0.06137,0.06137,1,0,0.450,1,0,10
5,62867,5,HomeImprovement,734,Member,NonAffiliate,AF,27975,0.04595,0.04595,1,0,0.550,0,1,
10,44472,2,DebtConsolidation,613,Member,NonAffiliate,AE,15814,0.05627,0.05627,1,0,0.550,1,1,10
1,76251,5,MajorPurchase,806,Member,NonAffiliate,AD,43039,0.03499,0.03499,0,1,0.000,0,0,
6,61438,2,Medical,689,NonMember,Affiliate,AF,30671,0.04631,0.04631,1,0,0.400,1,0,1
3,64712,2,Auto,732,Member,Affiliate,AB,28415,0.03795,0.03795,1,0,0.500,1,1,7
7,52866,7,DebtConsolidation,679,Member,Affiliate,AG,34201,0.05457,0.05457,0,1,0.000,0,0,
3,71475,7,DebtConsolidation,744,Member,NonAffiliate,AH,36103,0.04543,0.04543,1,0,0.550,1,0,7
3,69636,2,MajorPurchase,722,Member,NonAffiliate,AF,32401,0.04029,0.04029,1,0,0.550,0,1,
